time,date,instrument,granularity,open,high,low,close
2026-04-16T17:05:00.000Z,16/4/2026,GOLD,5Min,"4791,825","4794,685","4790,495","4794,265"
2026-04-16T17:00:00.000Z,16/4/2026,GOLD,5Min,"4791,915","4794,955","4789,638","4791,838"
2026-04-16T16:55:00.000Z,16/4/2026,GOLD,5Min,"4789,745","4793,365","4789,665","4791,865"
2026-04-16T16:50:00.000Z,16/4/2026,GOLD,5Min,"4787,575","4793,145","4786,895","4789,725"
2026-04-16T16:45:00.000Z,16/4/2026,GOLD,5Min,"4789,815","4790,405","4784,935","4787,555"
2026-04-16T16:40:00.000Z,16/4/2026,GOLD,5Min,"4795,985","4796,135","4788,005","4789,818"
2026-04-16T16:35:00.000Z,16/4/2026,GOLD,5Min,"4792,115","4797,225","4791,095","4795,965"
2026-04-16T16:30:00.000Z,16/4/2026,GOLD,5Min,"4799,065","4799,715","4786,395","4791,945"
2026-04-16T16:25:00.000Z,16/4/2026,GOLD,5Min,"4798,205","4800,405","4796,505","4799,155"
2026-04-16T16:20:00.000Z,16/4/2026,GOLD,5Min,"4804,035","4804,325","4797,398","4798,185"
2026-04-16T16:15:00.000Z,16/4/2026,GOLD,5Min,"4804,735","4805,725","4802,245","4804,065"
2026-04-16T16:10:00.000Z,16/4/2026,GOLD,5Min,"4806,095","4807,115","4803,205","4804,705"
2026-04-16T16:05:00.000Z,16/4/2026,GOLD,5Min,"4808,315","4808,625","4805,645","4805,775"
2026-04-16T16:00:00.000Z,16/4/2026,GOLD,5Min,"4806,955","4810,098","4805,725","4808,255"
2026-04-16T15:55:00.000Z,16/4/2026,GOLD,5Min,"4804,785","4808,295","4803,635","4806,835"
2026-04-16T15:50:00.000Z,16/4/2026,GOLD,5Min,"4803,265","4807,035","4803,185","4804,765"
2026-04-16T15:45:00.000Z,16/4/2026,GOLD,5Min,"4802,815","4806,945","4800,655","4803,225"
2026-04-16T15:40:00.000Z,16/4/2026,GOLD,5Min,"4806,365","4807,285","4799,895","4802,715"
2026-04-16T15:35:00.000Z,16/4/2026,GOLD,5Min,"4800,975","4810,855","4797,855","4806,495"
2026-04-16T15:30:00.000Z,16/4/2026,GOLD,5Min,"4801,385","4805,665","4799,705","4801,045"
2026-04-16T15:25:00.000Z,16/4/2026,GOLD,5Min,"4804,295","4807,055","4801,785","4801,825"
2026-04-16T15:20:00.000Z,16/4/2026,GOLD,5Min,"4803,295","4806,435","4802,815","4804,275"
2026-04-16T15:15:00.000Z,16/4/2026,GOLD,5Min,"4806,595","4809,385","4802,535","4803,275"
2026-04-16T15:10:00.000Z,16/4/2026,GOLD,5Min,"4808,265","4812,695","4805,635","4806,555"
2026-04-16T15:05:00.000Z,16/4/2026,GOLD,5Min,"4800,625","4811,335","4799,065","4808,205"
2026-04-16T15:00:00.000Z,16/4/2026,GOLD,5Min,"4788,555","4802,005","4788,015","4800,605"
2026-04-16T14:55:00.000Z,16/4/2026,GOLD,5Min,"4791,315","4791,345","4785,305","4788,575"
2026-04-16T14:50:00.000Z,16/4/2026,GOLD,5Min,"4790,495","4793,305","4786,805","4791,355"
2026-04-16T14:45:00.000Z,16/4/2026,GOLD,5Min,"4787,395","4791,975","4785,215","4790,745"
2026-04-16T14:40:00.000Z,16/4/2026,GOLD,5Min,"4789,895","4790,175","4772,898","4787,705"
2026-04-16T14:35:00.000Z,16/4/2026,GOLD,5Min,"4796,215","4797,045","4789,855","4789,855"
2026-04-16T14:30:00.000Z,16/4/2026,GOLD,5Min,"4799,395","4800,565","4793,465","4796,285"
2026-04-16T14:25:00.000Z,16/4/2026,GOLD,5Min,"4795,655","4799,345","4793,435","4799,015"
2026-04-16T14:20:00.000Z,16/4/2026,GOLD,5Min,"4794,465","4797,235","4790,745","4795,695"
2026-04-16T14:15:00.000Z,16/4/2026,GOLD,5Min,"4800,595","4802,855","4793,685","4794,435"
2026-04-16T14:10:00.000Z,16/4/2026,GOLD,5Min,"4799,535","4805,185","4798,685","4800,575"
2026-04-16T14:05:00.000Z,16/4/2026,GOLD,5Min,"4792,035","4800,115","4784,875","4799,495"
2026-04-16T14:00:00.000Z,16/4/2026,GOLD,5Min,"4794,358","4798,195","4787,775","4792,095"
2026-04-16T13:55:00.000Z,16/4/2026,GOLD,5Min,"4794,015","4798,375","4784,745","4794,515"
2026-04-16T13:50:00.000Z,16/4/2026,GOLD,5Min,"4813,795","4815,405","4789,985","4794,265"
2026-04-16T13:45:00.000Z,16/4/2026,GOLD,5Min,"4815,995","4819,395","4809,248","4813,825"
2026-04-16T13:40:00.000Z,16/4/2026,GOLD,5Min,"4821,335","4823,535","4813,065","4816,045"
2026-04-16T13:35:00.000Z,16/4/2026,GOLD,5Min,"4821,505","4823,575","4817,065","4821,355"
2026-04-16T13:30:00.000Z,16/4/2026,GOLD,5Min,"4815,285","4821,895","4812,258","4821,535"
2026-04-16T13:25:00.000Z,16/4/2026,GOLD,5Min,"4816,465","4818,695","4814,875","4815,315"
2026-04-16T13:20:00.000Z,16/4/2026,GOLD,5Min,"4818,025","4821,165","4815,665","4816,495"
2026-04-16T13:15:00.000Z,16/4/2026,GOLD,5Min,"4816,988","4819,735","4816,385","4818,055"
2026-04-16T13:10:00.000Z,16/4/2026,GOLD,5Min,"4815,525","4818,915","4813,875","4816,988"
2026-04-16T13:05:00.000Z,16/4/2026,GOLD,5Min,"4819,445","4821,795","4814,475","4815,595"
2026-04-16T13:00:00.000Z,16/4/2026,GOLD,5Min,"4815,955","4822,875","4815,955","4819,425"
2026-04-16T12:55:00.000Z,16/4/2026,GOLD,5Min,"4816,535","4818,895","4815,875","4815,905"
2026-04-16T12:50:00.000Z,16/4/2026,GOLD,5Min,"4814,485","4817,215","4814,445","4816,215"
2026-04-16T12:45:00.000Z,16/4/2026,GOLD,5Min,"4816,708","4817,585","4813,625","4814,465"
2026-04-16T12:40:00.000Z,16/4/2026,GOLD,5Min,"4814,875","4816,895","4813,385","4816,708"
2026-04-16T12:35:00.000Z,16/4/2026,GOLD,5Min,"4818,908","4820,465","4813,055","4814,935"
2026-04-16T12:30:00.000Z,16/4/2026,GOLD,5Min,"4814,475","4820,045","4811,645","4818,935"
2026-04-16T12:25:00.000Z,16/4/2026,GOLD,5Min,"4816,425","4817,895","4813,675","4814,515"
2026-04-16T12:20:00.000Z,16/4/2026,GOLD,5Min,"4818,075","4818,365","4813,905","4816,405"
2026-04-16T12:15:00.000Z,16/4/2026,GOLD,5Min,"4817,165","4818,135","4815,495","4817,695"
2026-04-16T12:10:00.000Z,16/4/2026,GOLD,5Min,"4816,185","4817,205","4811,415","4817,105"
2026-04-16T12:05:00.000Z,16/4/2026,GOLD,5Min,"4819,365","4820,965","4815,355","4816,185"
2026-04-16T12:00:00.000Z,16/4/2026,GOLD,5Min,"4822,015","4822,915","4818,975","4819,335"
2026-04-16T11:55:00.000Z,16/4/2026,GOLD,5Min,"4817,905","4822,395","4816,765","4822,015"
2026-04-16T11:50:00.000Z,16/4/2026,GOLD,5Min,"4816,145","4819,698","4816,055","4817,885"
2026-04-16T11:45:00.000Z,16/4/2026,GOLD,5Min,"4817,475","4818,838","4815,765","4816,085"
2026-04-16T11:40:00.000Z,16/4/2026,GOLD,5Min,"4818,005","4818,005","4815,558","4817,515"
2026-04-16T11:35:00.000Z,16/4/2026,GOLD,5Min,"4818,605","4819,498","4817,015","4818,035"
2026-04-16T11:30:00.000Z,16/4/2026,GOLD,5Min,"4815,845","4819,548","4815,845","4818,635"
2026-04-16T11:25:00.000Z,16/4/2026,GOLD,5Min,"4817,305","4817,455","4815,195","4815,755"
2026-04-16T11:20:00.000Z,16/4/2026,GOLD,5Min,"4817,375","4819,055","4816,455","4817,305"
2026-04-16T11:15:00.000Z,16/4/2026,GOLD,5Min,"4817,325","4819,805","4816,605","4817,525"
2026-04-16T11:10:00.000Z,16/4/2026,GOLD,5Min,"4818,055","4819,475","4816,755","4817,295"
2026-04-16T11:05:00.000Z,16/4/2026,GOLD,5Min,"4819,735","4820,345","4816,195","4818,055"
2026-04-16T11:00:00.000Z,16/4/2026,GOLD,5Min,"4817,035","4819,965","4816,125","4819,755"
2026-04-16T10:55:00.000Z,16/4/2026,GOLD,5Min,"4810,805","4817,015","4810,805","4816,975"
2026-04-16T10:50:00.000Z,16/4/2026,GOLD,5Min,"4809,095","4810,885","4808,285","4810,825"
2026-04-16T10:45:00.000Z,16/4/2026,GOLD,5Min,"4808,055","4809,825","4806,355","4809,125"
2026-04-16T10:40:00.000Z,16/4/2026,GOLD,5Min,"4809,905","4812,045","4807,945","4808,075"
2026-04-16T10:35:00.000Z,16/4/2026,GOLD,5Min,"4807,765","4810,295","4807,455","4809,805"
2026-04-16T10:30:00.000Z,16/4/2026,GOLD,5Min,"4806,835","4808,035","4804,975","4807,805"
2026-04-16T10:25:00.000Z,16/4/2026,GOLD,5Min,"4808,055","4809,905","4806,545","4806,815"
2026-04-16T10:20:00.000Z,16/4/2026,GOLD,5Min,"4807,445","4809,185","4807,405","4808,025"
2026-04-16T10:15:00.000Z,16/4/2026,GOLD,5Min,"4806,735","4808,158","4804,855","4807,525"
2026-04-16T10:10:00.000Z,16/4/2026,GOLD,5Min,"4811,565","4811,625","4806,705","4806,765"
2026-04-16T10:05:00.000Z,16/4/2026,GOLD,5Min,"4812,395","4814,125","4810,965","4811,545"
2026-04-16T10:00:00.000Z,16/4/2026,GOLD,5Min,"4812,675","4815,485","4809,805","4812,395"
2026-04-16T09:55:00.000Z,16/4/2026,GOLD,5Min,"4812,065","4812,985","4809,925","4812,635"
2026-04-16T09:50:00.000Z,16/4/2026,GOLD,5Min,"4813,535","4814,125","4809,905","4811,765"
2026-04-16T09:45:00.000Z,16/4/2026,GOLD,5Min,"4814,505","4815,165","4812,105","4813,575"
2026-04-16T09:40:00.000Z,16/4/2026,GOLD,5Min,"4812,055","4814,765","4810,365","4814,485"
2026-04-16T09:35:00.000Z,16/4/2026,GOLD,5Min,"4810,965","4812,855","4809,325","4812,035"
2026-04-16T09:30:00.000Z,16/4/2026,GOLD,5Min,"4812,495","4812,965","4806,535","4811,025"
2026-04-16T09:25:00.000Z,16/4/2026,GOLD,5Min,"4815,255","4816,115","4811,085","4812,915"
2026-04-16T09:20:00.000Z,16/4/2026,GOLD,5Min,"4815,505","4816,795","4815,155","4815,275"
2026-04-16T09:15:00.000Z,16/4/2026,GOLD,5Min,"4815,905","4816,085","4813,125","4815,475"
2026-04-16T09:10:00.000Z,16/4/2026,GOLD,5Min,"4817,655","4817,715","4815,135","4815,885"
2026-04-16T09:05:00.000Z,16/4/2026,GOLD,5Min,"4814,915","4817,745","4814,745","4817,695"
2026-04-16T09:00:00.000Z,16/4/2026,GOLD,5Min,"4813,438","4815,155","4811,415","4814,995"
2026-04-16T08:55:00.000Z,16/4/2026,GOLD,5Min,"4811,105","4814,488","4808,935","4813,438"
2026-04-16T08:50:00.000Z,16/4/2026,GOLD,5Min,"4810,735","4811,255","4808,065","4811,098"
2026-04-16T08:45:00.000Z,16/4/2026,GOLD,5Min,"4811,725","4813,205","4809,975","4810,765"
2026-04-16T08:40:00.000Z,16/4/2026,GOLD,5Min,"4810,058","4813,235","4807,905","4811,745"
2026-04-16T08:35:00.000Z,16/4/2026,GOLD,5Min,"4807,995","4810,885","4807,048","4810,005"
2026-04-16T08:30:00.000Z,16/4/2026,GOLD,5Min,"4811,075","4811,225","4806,128","4807,995"
2026-04-16T08:25:00.000Z,16/4/2026,GOLD,5Min,"4810,955","4812,595","4809,088","4811,095"
2026-04-16T08:20:00.000Z,16/4/2026,GOLD,5Min,"4811,345","4813,645","4810,035","4810,895"
2026-04-16T08:15:00.000Z,16/4/2026,GOLD,5Min,"4811,505","4814,475","4811,015","4811,345"
2026-04-16T08:10:00.000Z,16/4/2026,GOLD,5Min,"4810,875","4814,235","4809,108","4811,505"
2026-04-16T08:05:00.000Z,16/4/2026,GOLD,5Min,"4813,925","4813,925","4806,955","4810,675"
2026-04-16T08:00:00.000Z,16/4/2026,GOLD,5Min,"4820,805","4821,645","4812,785","4813,925"
2026-04-16T07:55:00.000Z,16/4/2026,GOLD,5Min,"4823,795","4823,845","4818,888","4820,715"
2026-04-16T07:50:00.000Z,16/4/2026,GOLD,5Min,"4823,815","4825,815","4822,725","4823,825"
2026-04-16T07:45:00.000Z,16/4/2026,GOLD,5Min,"4827,275","4827,875","4822,658","4823,855"
2026-04-16T07:40:00.000Z,16/4/2026,GOLD,5Min,"4828,895","4829,885","4826,045","4827,255"
2026-04-16T07:35:00.000Z,16/4/2026,GOLD,5Min,"4827,195","4829,875","4826,505","4828,855"
2026-04-16T07:30:00.000Z,16/4/2026,GOLD,5Min,"4828,035","4828,385","4824,025","4827,195"
2026-04-16T07:25:00.000Z,16/4/2026,GOLD,5Min,"4824,155","4828,725","4824,065","4827,925"
2026-04-16T07:20:00.000Z,16/4/2026,GOLD,5Min,"4821,025","4824,645","4816,945","4824,125"
2026-04-16T07:15:00.000Z,16/4/2026,GOLD,5Min,"4824,845","4829,475","4820,565","4821,055"
2026-04-16T07:10:00.000Z,16/4/2026,GOLD,5Min,"4829,768","4830,735","4823,058","4824,875"
2026-04-16T07:05:00.000Z,16/4/2026,GOLD,5Min,"4828,945","4830,005","4824,855","4829,718"
2026-04-16T07:00:00.000Z,16/4/2026,GOLD,5Min,"4825,845","4829,545","4822,998","4828,845"
2026-04-16T06:55:00.000Z,16/4/2026,GOLD,5Min,"4828,328","4829,605","4825,558","4825,805"
2026-04-16T06:50:00.000Z,16/4/2026,GOLD,5Min,"4828,585","4830,465","4824,708","4828,285"
2026-04-16T06:45:00.000Z,16/4/2026,GOLD,5Min,"4823,915","4829,525","4822,275","4828,535"
2026-04-16T06:40:00.000Z,16/4/2026,GOLD,5Min,"4819,538","4824,795","4818,058","4823,965"
2026-04-16T06:35:00.000Z,16/4/2026,GOLD,5Min,"4816,358","4819,965","4816,328","4819,538"
2026-04-16T06:30:00.000Z,16/4/2026,GOLD,5Min,"4815,375","4820,105","4814,638","4816,318"
2026-04-16T06:25:00.000Z,16/4/2026,GOLD,5Min,"4819,755","4822,465","4814,105","4815,828"
2026-04-16T06:20:00.000Z,16/4/2026,GOLD,5Min,"4824,155","4824,515","4817,265","4819,775"
2026-04-16T06:15:00.000Z,16/4/2026,GOLD,5Min,"4822,418","4825,125","4820,555","4824,105"
2026-04-16T06:10:00.000Z,16/4/2026,GOLD,5Min,"4823,925","4826,345","4821,918","4822,418"
2026-04-16T06:05:00.000Z,16/4/2026,GOLD,5Min,"4823,835","4825,815","4822,185","4823,945"
2026-04-16T06:00:00.000Z,16/4/2026,GOLD,5Min,"4821,045","4827,835","4820,995","4823,855"
2026-04-16T05:55:00.000Z,16/4/2026,GOLD,5Min,"4825,945","4825,945","4821,085","4821,105"
2026-04-16T05:50:00.000Z,16/4/2026,GOLD,5Min,"4827,315","4829,125","4824,298","4825,915"
2026-04-16T05:45:00.000Z,16/4/2026,GOLD,5Min,"4824,815","4828,595","4824,498","4827,335"
2026-04-16T05:40:00.000Z,16/4/2026,GOLD,5Min,"4827,348","4829,265","4824,298","4824,945"
2026-04-16T05:35:00.000Z,16/4/2026,GOLD,5Min,"4826,418","4828,135","4825,045","4827,715"
2026-04-16T05:30:00.000Z,16/4/2026,GOLD,5Min,"4833,065","4833,505","4826,085","4826,325"
2026-04-16T05:25:00.000Z,16/4/2026,GOLD,5Min,"4832,568","4833,815","4831,498","4833,055"
2026-04-16T05:20:00.000Z,16/4/2026,GOLD,5Min,"4835,345","4835,445","4832,568","4832,568"
2026-04-16T05:15:00.000Z,16/4/2026,GOLD,5Min,"4834,105","4836,015","4833,765","4835,385"
2026-04-16T05:10:00.000Z,16/4/2026,GOLD,5Min,"4835,105","4836,125","4833,598","4834,105"
2026-04-16T05:05:00.000Z,16/4/2026,GOLD,5Min,"4835,798","4838,335","4833,335","4835,075"
2026-04-16T05:00:00.000Z,16/4/2026,GOLD,5Min,"4832,875","4836,098","4832,595","4835,955"
2026-04-16T04:55:00.000Z,16/4/2026,GOLD,5Min,"4830,375","4833,315","4830,345","4832,895"
2026-04-16T04:50:00.000Z,16/4/2026,GOLD,5Min,"4830,155","4830,715","4829,128","4830,305"
2026-04-16T04:45:00.000Z,16/4/2026,GOLD,5Min,"4830,215","4830,995","4829,418","4830,215"
2026-04-16T04:40:00.000Z,16/4/2026,GOLD,5Min,"4829,405","4830,735","4829,245","4830,325"
2026-04-16T04:35:00.000Z,16/4/2026,GOLD,5Min,"4827,218","4831,215","4827,038","4829,355"
2026-04-16T04:30:00.000Z,16/4/2026,GOLD,5Min,"4826,145","4827,635","4824,715","4827,218"
2026-04-16T04:25:00.000Z,16/4/2026,GOLD,5Min,"4826,058","4827,615","4825,448","4826,205"
2026-04-16T04:20:00.000Z,16/4/2026,GOLD,5Min,"4827,008","4827,585","4825,968","4826,405"
2026-04-16T04:15:00.000Z,16/4/2026,GOLD,5Min,"4826,785","4829,785","4826,698","4827,008"
2026-04-16T04:10:00.000Z,16/4/2026,GOLD,5Min,"4823,985","4827,015","4822,998","4826,765"
2026-04-16T04:05:00.000Z,16/4/2026,GOLD,5Min,"4824,625","4825,965","4822,998","4823,945"
2026-04-16T04:00:00.000Z,16/4/2026,GOLD,5Min,"4823,735","4825,025","4823,215","4824,665"
2026-04-16T03:55:00.000Z,16/4/2026,GOLD,5Min,"4826,175","4826,395","4823,815","4823,835"
2026-04-16T03:50:00.000Z,16/4/2026,GOLD,5Min,"4824,465","4826,195","4823,398","4826,085"
2026-04-16T03:45:00.000Z,16/4/2026,GOLD,5Min,"4820,365","4824,985","4820,285","4824,445"
2026-04-16T03:40:00.000Z,16/4/2026,GOLD,5Min,"4819,055","4820,875","4818,765","4820,305"
2026-04-16T03:35:00.000Z,16/4/2026,GOLD,5Min,"4822,715","4822,965","4818,928","4819,075"
2026-04-16T03:30:00.000Z,16/4/2026,GOLD,5Min,"4823,615","4825,735","4822,505","4822,795"
2026-04-16T03:25:00.000Z,16/4/2026,GOLD,5Min,"4823,925","4824,548","4822,315","4823,635"
2026-04-16T03:20:00.000Z,16/4/2026,GOLD,5Min,"4823,535","4824,525","4822,265","4823,848"
2026-04-16T03:15:00.000Z,16/4/2026,GOLD,5Min,"4826,335","4826,485","4822,985","4823,565"
2026-04-16T03:10:00.000Z,16/4/2026,GOLD,5Min,"4825,755","4826,985","4824,798","4826,355"
2026-04-16T03:05:00.000Z,16/4/2026,GOLD,5Min,"4822,105","4826,255","4822,105","4825,695"
2026-04-16T03:00:00.000Z,16/4/2026,GOLD,5Min,"4819,315","4823,215","4818,895","4822,065"
2026-04-16T02:55:00.000Z,16/4/2026,GOLD,5Min,"4818,345","4820,335","4818,325","4819,525"
2026-04-16T02:50:00.000Z,16/4/2026,GOLD,5Min,"4817,005","4820,945","4816,685","4818,225"
2026-04-16T02:45:00.000Z,16/4/2026,GOLD,5Min,"4816,985","4820,685","4815,145","4816,865"
2026-04-16T02:40:00.000Z,16/4/2026,GOLD,5Min,"4816,865","4819,415","4816,165","4816,935"
2026-04-16T02:35:00.000Z,16/4/2026,GOLD,5Min,"4814,035","4816,675","4812,158","4816,675"
2026-04-16T02:30:00.000Z,16/4/2026,GOLD,5Min,"4818,938","4821,195","4813,775","4813,975"
2026-04-16T02:25:00.000Z,16/4/2026,GOLD,5Min,"4821,795","4821,855","4818,938","4818,938"
2026-04-16T02:20:00.000Z,16/4/2026,GOLD,5Min,"4822,165","4823,148","4820,605","4821,835"
2026-04-16T02:15:00.000Z,16/4/2026,GOLD,5Min,"4820,848","4822,465","4820,085","4822,195"
2026-04-16T02:10:00.000Z,16/4/2026,GOLD,5Min,"4821,948","4824,765","4820,748","4820,848"
2026-04-16T02:05:00.000Z,16/4/2026,GOLD,5Min,"4820,865","4823,075","4819,935","4822,165"
2026-04-16T02:00:00.000Z,16/4/2026,GOLD,5Min,"4817,785","4821,825","4817,135","4820,895"
2026-04-16T01:55:00.000Z,16/4/2026,GOLD,5Min,"4820,305","4820,305","4817,125","4817,725"
2026-04-16T01:50:00.000Z,16/4/2026,GOLD,5Min,"4819,955","4821,755","4818,148","4820,385"
2026-04-16T01:45:00.000Z,16/4/2026,GOLD,5Min,"4815,835","4820,495","4815,098","4819,875"
2026-04-16T01:40:00.000Z,16/4/2026,GOLD,5Min,"4812,615","4818,185","4811,048","4815,785"
2026-04-16T01:35:00.000Z,16/4/2026,GOLD,5Min,"4821,445","4821,485","4812,515","4812,595"
2026-04-16T01:30:00.000Z,16/4/2026,GOLD,5Min,"4823,305","4825,365","4820,838","4821,415"
2026-04-16T01:25:00.000Z,16/4/2026,GOLD,5Min,"4825,145","4826,215","4822,535","4823,355"
2026-04-16T01:20:00.000Z,16/4/2026,GOLD,5Min,"4826,115","4828,885","4824,995","4825,105"
2026-04-16T01:15:00.000Z,16/4/2026,GOLD,5Min,"4829,425","4830,185","4824,745","4825,825"
2026-04-16T01:10:00.000Z,16/4/2026,GOLD,5Min,"4830,385","4832,185","4829,278","4829,505"
2026-04-16T01:05:00.000Z,16/4/2026,GOLD,5Min,"4829,005","4831,575","4828,545","4830,425"
2026-04-16T01:00:00.000Z,16/4/2026,GOLD,5Min,"4832,418","4835,985","4829,105","4829,125"
2026-04-16T00:55:00.000Z,16/4/2026,GOLD,5Min,"4833,085","4834,315","4832,215","4832,398"
2026-04-16T00:50:00.000Z,16/4/2026,GOLD,5Min,"4835,815","4837,105","4832,348","4833,025"
2026-04-16T00:45:00.000Z,16/4/2026,GOLD,5Min,"4832,245","4835,985","4830,505","4835,645"
2026-04-16T00:40:00.000Z,16/4/2026,GOLD,5Min,"4827,545","4837,455","4827,385","4832,275"
2026-04-16T00:35:00.000Z,16/4/2026,GOLD,5Min,"4822,105","4828,855","4820,638","4827,495"
2026-04-16T00:30:00.000Z,16/4/2026,GOLD,5Min,"4824,558","4827,085","4820,578","4822,135"
2026-04-16T00:25:00.000Z,16/4/2026,GOLD,5Min,"4827,178","4828,885","4822,218","4824,595"
2026-04-16T00:20:00.000Z,16/4/2026,GOLD,5Min,"4829,385","4829,995","4824,678","4827,135"
2026-04-16T00:15:00.000Z,16/4/2026,GOLD,5Min,"4829,478","4830,985","4828,068","4829,415"
2026-04-16T00:10:00.000Z,16/4/2026,GOLD,5Min,"4830,325","4830,935","4828,625","4829,445"
2026-04-16T00:05:00.000Z,16/4/2026,GOLD,5Min,"4828,645","4831,215","4828,645","4830,305"
2026-04-16T00:00:00.000Z,16/4/2026,GOLD,5Min,"4822,995","4830,945","4822,995","4828,595"
2026-04-15T23:55:00.000Z,15/4/2026,GOLD,5Min,"4823,155","4823,885","4821,795","4823,205"
2026-04-15T23:50:00.000Z,15/4/2026,GOLD,5Min,"4824,575","4826,425","4823,005","4823,165"
2026-04-15T23:45:00.000Z,15/4/2026,GOLD,5Min,"4822,925","4826,275","4822,895","4824,535"
2026-04-15T23:40:00.000Z,15/4/2026,GOLD,5Min,"4821,265","4824,005","4820,885","4822,965"
2026-04-15T23:35:00.000Z,15/4/2026,GOLD,5Min,"4819,855","4822,725","4819,345","4821,295"
2026-04-15T23:30:00.000Z,15/4/2026,GOLD,5Min,"4814,765","4820,615","4814,285","4819,795"
2026-04-15T23:25:00.000Z,15/4/2026,GOLD,5Min,"4815,085","4815,615","4813,815","4814,825"
2026-04-15T23:20:00.000Z,15/4/2026,GOLD,5Min,"4812,565","4815,555","4812,445","4815,065"
2026-04-15T23:15:00.000Z,15/4/2026,GOLD,5Min,"4812,515","4813,995","4812,195","4812,615"
2026-04-15T23:10:00.000Z,15/4/2026,GOLD,5Min,"4809,628","4812,955","4808,765","4812,485"
2026-04-15T23:05:00.000Z,15/4/2026,GOLD,5Min,"4808,938","4810,458","4807,928","4809,598"
2026-04-15T23:00:00.000Z,15/4/2026,GOLD,5Min,"4807,058","4809,628","4806,948","4808,898"
2026-04-15T22:55:00.000Z,15/4/2026,GOLD,5Min,"4810,235","4811,665","4806,978","4807,058"
2026-04-15T22:50:00.000Z,15/4/2026,GOLD,5Min,"4803,945","4810,535","4803,385","4810,205"
2026-04-15T22:45:00.000Z,15/4/2026,GOLD,5Min,"4800,648","4805,445","4800,648","4803,985"
2026-04-15T22:40:00.000Z,15/4/2026,GOLD,5Min,"4801,835","4801,905","4800,338","4800,638"
2026-04-15T22:35:00.000Z,15/4/2026,GOLD,5Min,"4800,825","4801,965","4798,955","4801,785"
2026-04-15T22:30:00.000Z,15/4/2026,GOLD,5Min,"4801,085","4803,245","4800,465","4800,875"
2026-04-15T22:25:00.000Z,15/4/2026,GOLD,5Min,"4800,545","4801,105","4798,275","4801,105"
2026-04-15T22:20:00.000Z,15/4/2026,GOLD,5Min,"4797,035","4802,145","4796,265","4800,595"
2026-04-15T22:15:00.000Z,15/4/2026,GOLD,5Min,"4791,705","4797,935","4791,625","4797,065"
2026-04-15T22:10:00.000Z,15/4/2026,GOLD,5Min,"4795,215","4795,505","4790,585","4791,685"
2026-04-15T22:05:00.000Z,15/4/2026,GOLD,5Min,"4797,548","4798,575","4794,248","4795,305"
2026-04-15T22:00:00.000Z,15/4/2026,GOLD,5Min,"4787,135","4799,185","4787,135","4798,075"
2026-04-15T21:55:00.000Z,15/4/2026,GOLD,5Min,"4789,365","4789,365","4789,365","4789,365"
2026-04-15T21:50:00.000Z,15/4/2026,GOLD,5Min,"4789,365","4789,365","4789,365","4789,365"
2026-04-15T21:45:00.000Z,15/4/2026,GOLD,5Min,"4789,365","4789,365","4789,365","4789,365"
2026-04-15T21:40:00.000Z,15/4/2026,GOLD,5Min,"4789,365","4789,365","4789,365","4789,365"
2026-04-15T21:35:00.000Z,15/4/2026,GOLD,5Min,"4789,365","4789,365","4789,365","4789,365"
2026-04-15T21:30:00.000Z,15/4/2026,GOLD,5Min,"4789,365","4789,365","4789,365","4789,365"
2026-04-15T21:25:00.000Z,15/4/2026,GOLD,5Min,"4789,365","4789,365","4789,365","4789,365"
2026-04-15T21:20:00.000Z,15/4/2026,GOLD,5Min,"4789,365","4789,365","4789,365","4789,365"
2026-04-15T21:15:00.000Z,15/4/2026,GOLD,5Min,"4789,365","4789,365","4789,365","4789,365"
2026-04-15T21:10:00.000Z,15/4/2026,GOLD,5Min,"4789,365","4789,365","4789,365","4789,365"
2026-04-15T21:05:00.000Z,15/4/2026,GOLD,5Min,"4789,365","4789,365","4789,365","4789,365"
2026-04-15T21:00:00.000Z,15/4/2026,GOLD,5Min,"4789,365","4789,365","4789,365","4789,365"
2026-04-15T20:55:00.000Z,15/4/2026,GOLD,5Min,"4788,055","4791,175","4787,705","4789,365"
2026-04-15T20:50:00.000Z,15/4/2026,GOLD,5Min,"4789,475","4790,255","4787,595","4788,145"
2026-04-15T20:45:00.000Z,15/4/2026,GOLD,5Min,"4790,645","4792,798","4787,945","4789,495"
2026-04-15T20:40:00.000Z,15/4/2026,GOLD,5Min,"4791,085","4791,258","4790,278","4790,605"
2026-04-15T20:35:00.000Z,15/4/2026,GOLD,5Min,"4791,935","4791,965","4789,925","4791,155"
2026-04-15T20:30:00.000Z,15/4/2026,GOLD,5Min,"4793,705","4793,705","4790,705","4791,955"
2026-04-15T20:25:00.000Z,15/4/2026,GOLD,5Min,"4794,225","4794,545","4793,595","4793,755"
2026-04-15T20:20:00.000Z,15/4/2026,GOLD,5Min,"4794,035","4795,755","4793,938","4794,165"
2026-04-15T20:15:00.000Z,15/4/2026,GOLD,5Min,"4793,615","4794,315","4793,165","4793,858"
2026-04-15T20:10:00.000Z,15/4/2026,GOLD,5Min,"4793,935","4795,055","4792,615","4793,695"
2026-04-15T20:05:00.000Z,15/4/2026,GOLD,5Min,"4793,905","4794,875","4792,518","4793,965"
2026-04-15T20:00:00.000Z,15/4/2026,GOLD,5Min,"4795,635","4796,515","4793,415","4794,055"
